0.000001,0,0,0,0.000001,0,0,0,0
0.000001,0,0,0,0,0.000001,0,0,0
0.000001,0,0.000001,0.000001,0,0,0,0,0
0.000001,0,0,0.0000005,0,0,0,0,0
0.000001,0,0,0,0.0000005,0.0000005,0,0,0
0.000001,0,0,0.00000025,0.0000005,0,0,0,0
0.000001,0,0,0.00000025,0,0.0000005,0,0,0
0.0000005,0,0.0000005,0,0,0.000001,0,0,0
0.0000005,0,0.0000005,0,0.000001,0,0,0,0
0,0.000001,0,0,0.000001,0,0,0,0
0,0.000001,0,0,0,0.000001,0,0,0
0,0.000001,0,0.00000025,0.0000005,0,0,0,0
0,0.000001,0,0.00000025,0,0.0000005,0,0,0
0,0.000001,0.000001,0.000001,0,0,0,0,0
0,0.000001,0,0.0000005,0,0,0,0,0
0,0.000001,0,0,0.0000005,0.0000005,0,0,0
0,0.0000005,0.0000005,0,0,0.000001,0,0,0
0,0.0000005,0.0000005,0,0.000001,0,0,0,0
0.000001,0.000001,0,0,0.000001,0.000001,0,0,0
0.000001,0.000001,0,0.000001,0,0,0,0,0
0.000001,0.000001,0,0.0000005,0.000001,0,0,0,0
0.000001,0.000001,0,0.0000005,0,0.000001,0,0,0
0.0000005,0.0000005,0,0,0.000001,0,0,0,0
0.0000005,0.0000005,0,0,0,0.000001,0,0,0
0.0000005,0.000001,0,0,0.0000005,0.000001,0,0,0
0.0000005,0.000001,0,0,0.000001,0.0000005,0,0,0
0.000001,0.0000005,0,0,0.0000005,0.000001,0,0,0
0.000001,0.0000005,0,0,0.000001,0.0000005,0,0,0
0.000001,0.0000005,0.0000005,0.000001,0,0,0,0,0
0.0000005,0.0000005,0.000001,0.000001,0,0,0,0,0
0.0000005,0.000001,0.0000005,0.000001,0,0,0,0,0
0,0,0.000001,0.0000005,0,0,0,0,0
0,0,0.000001,0,0.000001,0,0,0,0
0,0,0.000001,0,0,0.000001,0,0,0
0,0,0.000001,0,0.0000005,0.0000005,0,0,0
